name,placeRating,theme,address,latitude,longitude,webUrl,textRating,text,numberOfReviews,lang,id,website,city,imageUrl_x,description_x,text_sentiment,subtype
RIZZO,4.2,Restaurant,"رفالا بلازا, King Fahd Branch Rd, Alarin, Abha 62528, Saudi Arabia",18.2281341,42.5441486,https://www.google.com/maps/search/?api=1&query=RIZZO&query_place_id=ChIJ9QQDgylV4xURuVHhb3GQAAk,5,"I am tired and I praise the truth. This restaurant is from the top ten in the Asir region
* Receiving employees is very sophisticated, racing to open the door, smile and welcome.
* The cleanliness of the place is a strange thing, but you are in your house, not a restaurant, and I am seeing them until the walls wipe it with their hands.
* Cleaning the kitchen is also shocked by a fine job.
* The dishes and what you realize what the dishes literally, everything is crazy about this restaurant, you take anything from it in the menu, and you are satisfied that you will like it. (Pizza cooks on firewood)
* The families section is beautiful, clean, as well as closed, so that everyone takes its comfort.
* Prices are good compared to the ingredients because they are all imported.
* The juices have a note only.",1353,ar,ChIJ9QQDgylV4xURuVHhb3GQAAk,,Abha,https://lh5.googleusercontent.com/p/AF1QipN-EIAWaORsWk7tSACA9_GLAvLqXmh7KMpFgyp5=w408-h439-k-no,,positive,Food & Dining
The most delicious food buffet,4.8,Restaurant,"حي, King Faisal Rd, Alqura, Abha 62541, Saudi Arabia",18.240891,42.499694,https://www.google.com/maps/search/?api=1&query=%D8%A8%D9%88%D9%81%D9%8A%D9%87%20%D8%A7%D9%84%D8%B0%20%D8%A7%D9%84%D9%85%D8%A3%D9%83%D9%88%D9%84%D8%A7%D8%AA&query_place_id=ChIJ4xFeUupV4xURH7CAHPb_8Ek,5,,50,,ChIJ4xFeUupV4xURH7CAHPb_8Ek,,Abha,https://lh5.googleusercontent.com/p/AF1QipNGitqCmKgtwPrxTnOJZgbfZbnNLvAITaUwGb9A=w408-h725-k-no,,positive,Food & Dining
Burger King - Al Rashid Mall Abha,3.8,Hamburger restaurant,"Al Rashid Mall, Food Court ,King Fahad Rd, Al Badea Saudi Arabia",18.237692,42.580364,https://www.google.com/maps/search/?api=1&query=Burger%20King%20-%20Al%20Rashid%20Mall%20Abha&query_place_id=ChIJewjVLw2r_BURH-7kXI5uIGI,1,"The service is very bad. I found an Egyptian employee claiming to be the branch manager .. According to what he stated, it is mainly transferred to the branch because he attacked a person who was a little polite .. I am from this place I want to return to the cameras because I started the request while he gave me his back and walked and when I wanted the request once Others tell me that the system is a malfunction.",86,ar,ChIJewjVLw2r_BURH-7kXI5uIGI,,Abha,https://lh5.googleusercontent.com/p/AF1QipNkcC-SqYIVYr-Vm7fLkCNgAANpCZmqD8otHAgA=w426-h240-k-no,,positive,Food & Dining
Sadh Junup Matham Almanasi,3.7,Restaurant,"Al Manhal, Abha 62521, Saudi Arabia",18.2237045,42.5157457,https://www.google.com/maps/search/?api=1&query=Shadha%20junup%20matham%20Almanac%20abha&query_place_id=ChIJj_0vVulV4xURgHvjrud05wQ,1,,3,,ChIJj_0vVulV4xURgHvjrud05wQ,,Abha,https://lh5.googleusercontent.com/p/AF1QipNmmjc3B6e2HJy5fxiEoG1JrbA3iGmJQFHRX3wu=w426-h240-k-no,,neutral,Food & Dining
High City River,4.3,Tourist attraction,"6169 King Abdul Aziz Rd, As Sarawat, 2970, Abha 62521, Saudi Arabia",18.2005505,42.496289,https://www.google.com/maps/search/?api=1&query=Abha%20High%20city&query_place_id=ChIJDWlPhppT4xURfHfkMU9U3VM,5,Nice view,12981,en,ChIJDWlPhppT4xURfHfkMU9U3VM,,Abha,https://lh5.googleusercontent.com/p/AF1QipNnl95A1tECQTChiOudh59cyReSp_PXpZs0myYN=w408-h434-k-no,,positive,Food & Dining
Abha said,3.6,Restaurant,"Abha Al Jadidah, Near, Abha 62512, Saudi Arabia",18.2210484,42.4699219,https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%A8%D9%87%D8%A7%20%D9%82%D8%A7%D9%84%D8%A7&query_place_id=ChIJvdMV-OdX4xUR-U4lb2S-hss,4,,1305,,ChIJvdMV-OdX4xUR-U4lb2S-hss,,Abha,https://lh5.googleusercontent.com/p/AF1QipNntKAPRq0zjxI_4IxGQL8KCQTSVmhsaoBBso_S=w408-h544-k-no,,positive,Food & Dining
The Roof Restaurant& Caffee,3.9,Restaurant,"شارع الملك سعود, Al Khasha, Abha 62521, Saudi Arabia",18.2143181,42.5012222,https://www.google.com/maps/search/?api=1&query=The%20Roof%20Restaurant%26%20Caffee&query_place_id=ChIJ06DjvCRV4xUR_Bps1YX8CWY,5,"Nice restaurant
Delicious taste grills
And a suitable price and excellent handling
Cleanliness and service are excellent",509,ar,ChIJ06DjvCRV4xUR_Bps1YX8CWY,,Abha,https://lh5.googleusercontent.com/p/AF1QipNnxtLnvJ3R-dx2-DgJ6ned6QlVm7-YMhBYDaBe=w408-h313-k-no,,positive,Food & Dining
Day | جورنو,4.5,Restaurant,"Al Dabab, Abha 62522, Saudi Arabia",18.1984287,42.5074418,https://www.google.com/maps/search/?api=1&query=Giorno%7C%D8%AC%D9%88%D8%B1%D9%86%D9%88&query_place_id=ChIJeTitgi9T4xURmKrtIfwCgio,5,"The restaurant is very beautiful, the most beautiful and best worker Mohamed Nour 👍🏻.",5883,ar,ChIJeTitgi9T4xURmKrtIfwCgio,,Abha,https://lh5.googleusercontent.com/p/AF1QipNo3FTuTo6SqjmLy9JqsE1WZBXx15z8sOxnlroX=w408-h271-k-no,,neutral,Food & Dining
Restaurant,3.8,Restaurant,"Abha Al Jadidah, 3731, Abha 62512, Saudi Arabia",18.210219,42.4830969,https://www.google.com/maps/search/?api=1&query=Nahran%20Restaurant&query_place_id=ChIJBfmPUuJT4xURYuhhcGCTRXE,1,,28,,ChIJBfmPUuJT4xURYuhhcGCTRXE,,Abha,https://lh5.googleusercontent.com/p/AF1QipNOS_XvrBuvYNN7RABG1Ob7aUDl8OMj0z_K9bTb=w426-h240-k-no,,positive,Food & Dining
Zaki Broast,3.9,Restaurant,"اليمانية, Al Tabjiah, Abha 62521, Saudi Arabia",18.2106447,42.5024993,https://www.google.com/maps/search/?api=1&query=Zaki%20Broast&query_place_id=ChIJOU0594dT4xURzYqoq_o9rjE,4,,2338,,ChIJOU0594dT4xURzYqoq_o9rjE,,Abha,https://lh5.googleusercontent.com/p/AF1QipNpOlY0FFfRW8VSHw90eEiBrkcN1HT2xxCBQ4ts=w426-h240-k-no,,positive,Food & Dining
Madinah Karachi Pakistani Restaurant 2,3.9,Middle Eastern restaurant,"3528 7509 طريق المدينة المنورة, Al Khasha, Abha 62521, Saudi Arabia",18.2130062,42.5018764,https://www.google.com/maps/search/?api=1&query=Madinah%20Karachi%20Pakistani%20Restaurant%202&query_place_id=ChIJ7SpEhndU4xURS2y0ArEi3qY,5,,881,,ChIJ7SpEhndU4xURS2y0ArEi3qY,,Abha,https://lh5.googleusercontent.com/p/AF1QipNq_St0AmrAiyZaN7QZNbhpAdMCVgrHwtjJzcrt=w426-h240-k-no,,neutral,Food & Dining
Maharani restaurant,4.7,Indian restaurant,"King Abdul Aziz Rd، الحزام، حى الربوة, Abha 62523, Saudi Arabia",18.2174371,42.5225502,https://www.google.com/maps/search/?api=1&query=Mahrani%20Restaurant&query_place_id=ChIJJy56xohV4xURnejZdbLOzFA,5,"The restaurant is distinctive
And employee Abu Farouk presented the service in the distinctive way, may God bless his efforts",8338,ar,ChIJJy56xohV4xURnejZdbLOzFA,,Abha,https://lh5.googleusercontent.com/p/AF1QipNqG6G3K0uoDf_79Hsn9vd7ctOrDHBur53Jy0Md=w408-h306-k-no,,neutral,Food & Dining
Chennai Restaurant,3.6,Indian restaurant,"Al Khasha, Abha 62521, Saudi Arabia",18.2134313,42.5023048,https://www.google.com/maps/search/?api=1&query=Chennai%20Restaurant&query_place_id=ChIJKXPJLHhU4xURnq9c6fryoBM,3,,745,,ChIJKXPJLHhU4xURnq9c6fryoBM,,Abha,https://lh5.googleusercontent.com/p/AF1QipNrnhAHnBaRIlVbZx4NgmJSMeqQrEBfoseWTyD8=w408-h306-k-no,,positive,Food & Dining
The Burger's Origin,4.3,Hamburger restaurant,"حي, King Fahd Rd, Alarin, Abha 62524, Saudi Arabia",18.2229459,42.5326266,https://www.google.com/maps/search/?api=1&query=The%20Burger's%20Origin%20%D8%A3%D8%B5%D9%84%20%D8%A7%D9%84%D8%A8%D8%B1%D8%AC%D8%B1&query_place_id=ChIJ54JhLc5U4xURTXO7nwfXrwY,5,"Excellent service once, Amani",3678,ar,ChIJ54JhLc5U4xURTXO7nwfXrwY,,Abha,https://lh5.googleusercontent.com/p/AF1QipNTIoSw93Y9FT3zNyTYI4HIcXfWvTSqKEO1pLpY=w408-h906-k-no,,positive,Food & Dining
Black pepper,3.2,Italian restaurant,"5158 طريق الملك فهد، ليالي أبها للتسوق, Al Manhal, Abha 62521, Saudi Arabia",18.2204186,42.5173979,https://www.google.com/maps/search/?api=1&query=%D9%81%D9%84%D9%81%D9%84%20%D8%A3%D8%B3%D9%88%D8%AF&query_place_id=ChIJ6ckKu45U4xUR9kJWY88rLyE,1,Very bad,138,ar,ChIJ6ckKu45U4xUR9kJWY88rLyE,,Abha,https://lh5.googleusercontent.com/p/AF1QipNuJbPktDXyFjlImyZ3bJ7hhiovtSKO94uHi4Yj=w408-h306-k-no,,positive,Food & Dining
Tree restaurant,3.6,Restaurant,"Al Imam Muhamed Ibn Saud, Alkhalidiyah, Abha 61521, Saudi Arabia",18.2211695,42.4906158,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D8%B4%D8%AC%D8%B1%D8%A9&query_place_id=ChIJ76V64DFV4xUR7W2hHkY3BkM,5,,63,,ChIJ76V64DFV4xUR7W2hHkY3BkM,,Abha,https://lh5.googleusercontent.com/p/AF1QipNVZl1d3fucnZgGn-zOd2IZhXyKpqaWxGzGdJOZ=w408-h541-k-no,,positive,Food & Dining
The new Ibrahim Bashasha restaurant,3.6,Restaurant,"3016 Ali Ibn Abi Talib Rd, Al Faisaliyah, Abha 62521, Saudi Arabia",18.2188066,42.4968514,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85%20%D8%A8%D8%B4%D8%A7%D8%B4%D9%87%20%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF&query_place_id=ChIJucyhaYdV4xURxt3wvfH0Nxg,5,,721,,ChIJucyhaYdV4xURxt3wvfH0Nxg,,Abha,https://lh5.googleusercontent.com/p/AF1QipNW_9LGGtNaZYGWIwjPSaIi0R9xn5cSnqGCH5Pb=w441-h240-k-no,,positive,Food & Dining
Asuka,4.6,Japanese restaurant,"King Abdul Aziz Rd, Al Wardatain, Abha 62271, Saudi Arabia",18.2312963,42.498582,https://www.google.com/maps/search/?api=1&query=Asuka%20%D8%A7%D8%B3%D9%88%D9%83%D8%A7&query_place_id=ChIJz185mJlV4xURSQw4Spnze9E,5,"Experienced, the place is Hadi, clean, and the winds of fear everywhere, and a sophisticated dealing 🍱🍣👏🏻",833,ar,ChIJz185mJlV4xURSQw4Spnze9E,,Abha,https://lh5.googleusercontent.com/p/AF1QipNwIxBgtZOFbhuxP_nbC3HjU4EtTfSgmdmZziWX=w408-h656-k-no,,positive,Food & Dining
JUBILEE FAMILY RESTAURANT ABHA Jubilee Family Indian Restaurant - Abha,2.5,Restaurant,"3669 بنو بكر, حي الخشع, ABDB7635، 7635, Abha 62521, Saudi Arabia",18.2143089,42.5029335,https://www.google.com/maps/search/?api=1&query=JUBILEE%20FAMILY%20RESTAURANT%20ABHA%20%D8%AC%D9%88%D9%8A%D9%84%D9%8A%20%D9%85%D8%B7%D8%B9%D9%85%20%D9%87%D9%86%D8%AF%D9%8A%20%D8%B9%D8%A7%D8%A6%D9%84%D9%8A%20-%D8%A3%D8%A8%D9%87%D8%A7&query_place_id=ChIJbynzYwBV4xURqn8lSwGS4aA,1,Cyty is extremely dirty clothes,2,ar,ChIJbynzYwBV4xURqn8lSwGS4aA,,Abha,https://lh5.googleusercontent.com/p/AF1QipNXF0UUVk5MSCpLmz3iVEodhfwpkLAnNVaj112Z=w408-h544-k-no,,positive,Food & Dining
Reydah Restaurant,3.9,Restaurant,"8795 الفاروق، شمسان, An Nasab, Abha 62521, Saudi Arabia",18.2242771,42.5015367,https://www.google.com/maps/search/?api=1&query=Reydah%20Restaurant&query_place_id=ChIJ3XjLXW9U4xURjh-gM557880,1,"God suffices for every one who praised their cooking and my Lord does not taste the rest of my liver, whom the compressed is the cooking, which is cook on it quickly, and the uncertainty of the compressed is Moy.",2698,ar,ChIJ3XjLXW9U4xURjh-gM557880,,Abha,https://lh5.googleusercontent.com/p/AF1QipNxYAW5GEtvpXOsIo-Or3tIvJG8W88ftOeAo05G=w408-h306-k-no,,positive,Food & Dining
Broccoli pizza & pasta,4,Italian restaurant,"2127 King Abdul Aziz Rd, As Sadd, 8183, Abha 62521, Saudi Arabia",18.2189838,42.4881826,https://www.google.com/maps/search/?api=1&query=Broccoli%20Pizza%20%26Pasta&query_place_id=ChIJYRbD7QtU4xURokWZU8WpUTg,5,,1436,,ChIJYRbD7QtU4xURokWZU8WpUTg,,Abha,https://lh5.googleusercontent.com/p/AF1QipNyUpB5PX8SmFONsfabB9r3q7OrxcgXdTnKVSzY=w408-h272-k-no,,positive,Food & Dining
Al -Marjari Al -Marjari Restaurant,3.6,Restaurant,"حي السامر، 4926 الرياض،, Abha Saudi Arabia",18.2297284,42.5149932,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A3%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D9%85%D8%B1%D8%AC%D8%A7%D9%86%20%D8%A7%D9%84%D8%A8%D8%AE%D8%A7%D8%B1%D9%8A&query_place_id=ChIJCfgQRfRU4xURFXw5P5Dxr74,1,"Very very, we learned that he was the best of Abha restaurants",901,ar,ChIJCfgQRfRU4xURFXw5P5Dxr74,,Abha,https://lh5.googleusercontent.com/p/AF1QipNZKXeyjdrheACZpnuZprMFYzEEATniifhdnTkw=w426-h240-k-no,,positive,Food & Dining
Citizen,4.3,Restaurant,"بوليفارد قرمية, As Sharafiyah, Abha 62542, Saudi Arabia",18.2336118,42.5054877,https://www.google.com/maps/search/?api=1&query=Burgerizzr&query_place_id=ChIJ7XVbZLpV4xURuhr28bNxbZg,5,,2367,,ChIJ7XVbZLpV4xURuhr28bNxbZg,,Abha,https://lh5.googleusercontent.com/p/AF1QipO1_9G801whqU0pULRzD4Pall3WL5FPj1uYSw3P=w408-h306-k-no,,positive,Food & Dining
India Nights Restaurant,4,Indian restaurant,"King Fahd Rd، مجمع رفالا بلازا, Abha Saudi Arabia",18.2277977,42.5436287,https://www.google.com/maps/search/?api=1&query=India%20Nights%20Restaurant&query_place_id=ChIJ6azJ0s9U4xURANdWKgJz4Jo,5,,5469,,ChIJ6azJ0s9U4xURANdWKgJz4Jo,,Abha,https://lh5.googleusercontent.com/p/AF1QipO3cCag0o8CZNMQQNUMk1zvfc0Fj97xgyFDfEvP=w408-h272-k-no,,positive,Food & Dining
Alkarkand Fresh Seafood,4,Seafood restaurant,3211 طريق الملك عبدالعزيز، الوردتين، أبها 62521 9515 Saudi Arabia,18.2314098,42.4974462,https://www.google.com/maps/search/?api=1&query=Alkarkand%20Fresh%20Seafood&query_place_id=ChIJ0SxRJ9NV4xURt0jyWHlP5vI,5,,3322,,ChIJ0SxRJ9NV4xURt0jyWHlP5vI,,Abha,https://lh5.googleusercontent.com/p/AF1QipO8MQKHhfp6USZ4ByeQOt_v38jX4r3wkp2JZiZh=w408-h544-k-no,,positive,Food & Dining
Kudu - Abha Alcoholidiah,3.8,Restaurant,"Sird Bin Abdullah Al Azdi Rd, Alkhalidiyah, Abha 62541, Saudi Arabia",18.2316878,42.4794383,https://www.google.com/maps/search/?api=1&query=Kudu%20-%20Abha%20Alkhalidiyah&query_place_id=ChIJZSENOJFV-xURdgA2-C9qLfk,1,Something is very dealing with workers,262,ar,ChIJZSENOJFV-xURdgA2-C9qLfk,,Abha,https://lh5.googleusercontent.com/p/AF1QipOamB8ZE8FORXdOV2kN5j6HoejEZ7HAGSopbiLM=w408-h544-k-no,,neutral,Food & Dining
Burger King - Healthy Meat,3.5,Hamburger restaurant,3149 الامير محمد بن عبدالعزيز، المنسك، أبها 62527 7185، Saudi Arabia,18.2136462,42.5409548,https://www.google.com/maps/search/?api=1&query=Burger%20King%20-%20Abha%20Al%20Mansak&query_place_id=ChIJlan3RpRV4xURy2CueoBmUM4,5,"There is an Egyptian cashier, a very collaborator, go to the restaurant because of it",730,ar,ChIJlan3RpRV4xURy2CueoBmUM4,,Abha,https://lh5.googleusercontent.com/p/AF1QipOc2pMq2SfpPnxbTiKFEu7c1mKeaFS6Tg2tdHLz=w408-h306-k-no,,neutral,Food & Dining
Kangaroo cafe,4.1,Coffee shop,"لافاندا بارك, King Fahd Rd, Al-Mozvin, Abha 62583, Saudi Arabia",18.2400352,42.6045255,https://www.google.com/maps/search/?api=1&query=%D9%83%D8%A7%D9%86%D9%82%D8%B1%D9%88%20%D9%83%D8%A7%D9%81%D9%8A%D9%87%20Kangaroo%20cafe&query_place_id=ChIJo5QaLkRV4xURZ4ZqimeSyQM,3,"Everything is beautiful, but I have a very important note. Important V60 cups. Clean it.",1725,ar,ChIJo5QaLkRV4xURZ4ZqimeSyQM,,Abha,https://lh5.googleusercontent.com/p/AF1QipODU5B5uBRQdAnfCQ23Q8zIGplmf6j6Z1dFaNk6=w408-h544-k-no,,neutral,cafe shops
Nellai Family Restaurant,4.2,Restaurant,"3597 7531, Al Khasha, Abha 62521, Saudi Arabia",18.2130829,42.5021838,https://www.google.com/maps/search/?api=1&query=Nellai%20Family%20Restaurant&query_place_id=ChIJUYbIedZV4xURzEUpFXVZvYM,3,,62,,ChIJUYbIedZV4xURzEUpFXVZvYM,,Abha,https://lh5.googleusercontent.com/p/AF1QipOEolKT_vHqdrAhDGWEcp_6n2bZQzPfaWIltbAs=w426-h240-k-no,,positive,Food & Dining
al bayt meeting,3.8,Restaurant,"Al Muftaha، طريق الملك سعود، غرب البنك الأهلي، شارع, Abha 62521, Saudi Arabia",18.212288,42.4966984,https://www.google.com/maps/search/?api=1&query=Al%20Bait%20Baitak&query_place_id=ChIJqW5XAYpT4xUR795G8Zc14hs,4,,6168,,ChIJqW5XAYpT4xUR795G8Zc14hs,,Abha,https://lh5.googleusercontent.com/p/AF1QipOfn75lQ-INxv_cMAjYbNorrPJ-4E36b5jD2wun=w426-h240-k-no,,positive,Food & Dining
Chillies thaj restaurant - Kerala,2.8,Indian restaurant,"Al Khasha, 7613, 3669, Abha 62521, Saudi Arabia",18.214069,42.5029535,https://www.google.com/maps/search/?api=1&query=Chillies%20thaj%20restaurant%20-%20Kerala&query_place_id=ChIJPQNnttxV4xURjD39_DfHOqQ,5,,16,,ChIJPQNnttxV4xURjD39_DfHOqQ,,Abha,https://lh5.googleusercontent.com/p/AF1QipOg07d-CfkFYyKrIxsx8mc6TRUrKg-IwmoB3Pmr=w408-h544-k-no,,positive,Food & Dining
Bergley,4.3,Hamburger restaurant,"King Abdul Aziz Rd, As Sharafiyah, Abha 62542, Saudi Arabia",18.2331335,42.5047567,https://www.google.com/maps/search/?api=1&query=Bergley&query_place_id=ChIJSTGErXhV4xURSfw2TQ7ySKM,4,"Actually, O people of Abha Birqli, what is like him in the south",1386,ar,ChIJSTGErXhV4xURSfw2TQ7ySKM,,Abha,https://lh5.googleusercontent.com/p/AF1QipOhbV4NYYBLvYewSkRmb3Zf0nZHuodMeJHnll6x=w408-h544-k-no,,positive,Food & Dining
The Abha Journey,4.5,Fine dining restaurant,"King Fahd Rd, Al-Mozvin, Abha 62583, Saudi Arabia",18.2382161,42.5946089,https://www.google.com/maps/search/?api=1&query=Le%20Voyage%20Abha&query_place_id=ChIJ-QL3VgGr_BURsZrVEQ3qN64,5,"It was one of the best restaurants that I visited and the best in terms of reception, service, dealing and a comfortable calm atmosphere, and I offer my thanks to sister Taif for her good dealing with us and made her effort to our pleasure, as I offer my sincere thanks and appreciation to Chef Ahmed for his good treatment and good hospitality, and I say thank you very much to all workers in this beautiful place.",1481,ar,ChIJ-QL3VgGr_BURsZrVEQ3qN64,,Abha,https://lh5.googleusercontent.com/p/AF1QipOiAlwXzU2CfErg_UOF2WFfEHjqIhdskLsW96Fe=w408-h478-k-no,,positive,Food & Dining
tikka sandwich,3.9,Restaurant,"طريق الحزام, Al Rabwah, Abha 62217, Saudi Arabia",18.2162563,42.5222222,https://www.google.com/maps/search/?api=1&query=tikka%20sandwich%20%D8%AA%D9%83%D8%A7%20%D8%B3%D9%8A%D9%86%D8%AF%D9%88%DA%86&query_place_id=ChIJTT6YjktV4xURz2K2SkdXKi0,3,"I took from them a priest
There is nothing but two pieces of chicken, which is not mentioned
I reached the worker upon request, I do not want a burning and a lot of chicken

In Arabic, you eat rice with Adam Harq B.9.5 riyals
Very expensive and not worth repetition",77,ar,ChIJTT6YjktV4xURz2K2SkdXKi0,,Abha,https://lh5.googleusercontent.com/p/AF1QipOigZz0gurTZO0q877_RXRM_jDJXsaiWGuQePT5=w408-h544-k-no,,positive,Food & Dining
Qasr Al Medhyaf,3.5,Restaurant,"King Abdul Aziz Rd, Al Nuzhah, Abha 62521, Saudi Arabia",18.2086633,42.5109214,https://www.google.com/maps/search/?api=1&query=Qasr%20Al%20Medhyaf&query_place_id=ChIJyVFniX9U4xURKVK4pTcYbCY,3,The restaurant is sweet,6509,ar,ChIJyVFniX9U4xURKVK4pTcYbCY,,Abha,https://lh5.googleusercontent.com/p/AF1QipOiJbwndKWhstFhfx93GKrsblwLajWFnU9UvpiE=w426-h240-k-no,,positive,Food & Dining
Kudu - Almahlah Aura,3.2,Restaurant,"Almahalah, Abha 62564, Saudi Arabia",18.2802057,42.5935818,https://www.google.com/maps/search/?api=1&query=Kudu%20-%20Almahalah%20Abha&query_place_id=ChIJsR9TEM5V-xURbIYsbzx8Ovo,3,"Almost this is the sixth time I take from Kodo for about three months, and it has the same problem that is the oil in which the potatoes are transferred, because there is no taste of potatoes in the taste of oil only",236,ar,ChIJsR9TEM5V-xURbIYsbzx8Ovo,,Abha,https://lh5.googleusercontent.com/p/AF1QipOITflZ24rTYMCMWRNq1WVXhVPTHltXETqPrM8Y=w408-h306-k-no,,positive,Food & Dining
Olive Garden Abha Ksa- Oliv Garden Abha Restaurant,4.7,Italian restaurant,"7724 Wadi Al Ahmed Street, Abha 62545, Saudi Arabia",18.2562247,42.491297,https://www.google.com/maps/search/?api=1&query=Olive%20Garden%20Abha%20KSA-%D9%85%D8%B7%D8%B9%D9%85%20%D8%A3%D9%88%D9%84%D9%8A%D9%81%20%D8%AC%D8%A7%D8%B1%D8%AF%D9%86%20%D8%A3%D8%A8%D9%87%D8%A7&query_place_id=ChIJg6hoh6xV4xUR7eJ3Epd0X2o,5,,2461,,ChIJg6hoh6xV4xUR7eJ3Epd0X2o,,Abha,https://lh5.googleusercontent.com/p/AF1QipOK3M_yS3x7w2D2fEgTEoFs0l3IF7PIY4VVNWA9=w408-h725-k-no,,neutral,Food & Dining
Farvelli Italian Restaurant,4.5,Italian restaurant,"King Fahd Rd, Alarin, Abha 62528, Saudi Arabia",18.2297594,42.5468486,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%81%D8%A7%D8%B1%D9%81%D9%8A%D9%84%D9%8A%20%D8%A7%D9%84%D8%A5%D9%8A%D8%B7%D8%A7%D9%84%D9%8A&query_place_id=ChIJ61bFIVpV4xURsT-eaGKRo3c,5,Beautiful and calm place and delicious food,2326,ar,ChIJ61bFIVpV4xURsT-eaGKRo3c,,Abha,https://lh5.googleusercontent.com/p/AF1QipOKNOhfn1ne1WldDSVqxQTRUPz4yp41YFYtGmc3=w408-h544-k-no,,positive,Food & Dining
Alfalfafil of sixty,4,Falafel restaurant,"Alarin، حي, Abha Saudi Arabia",18.2297083,42.5467581,https://www.google.com/maps/search/?api=1&query=Shataer%20Alfalafil&query_place_id=ChIJv42SMtJU4xUR3RfQE4Rf8t4,5,,2071,,ChIJv42SMtJU4xUR3RfQE4Rf8t4,,Abha,https://lh5.googleusercontent.com/p/AF1QipONqhTWEX3qB6PaWX4WcEjmNqTnsbqZhc9hMrDo=w408-h519-k-no,,positive,Food & Dining
Narang Meal Restaurant,3.9,Restaurant,"3211 King Abdul Aziz Rd, Al Wardatain, Abha 62521, Saudi Arabia",18.2314135,42.4974785,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D9%88%D8%AC%D8%A8%D8%A9%20%D9%86%D8%A7%D8%B1%D9%86%D8%AC&query_place_id=ChIJQfzPB0JU4xURg-zXh6Ax97g,5,,4929,,ChIJQfzPB0JU4xURg-zXh6Ax97g,,Abha,https://lh5.googleusercontent.com/p/AF1QipOnYQwaxSNz9CHGjhy6BAms2Ijc9AvVxzOSEW7J=w426-h240-k-no,,positive,Food & Dining
